pod_id,pod_type,slot_id,slot_type,item,unusedColumn1,unusedColumn2,unusedColumn3,qty,max_qty,due_date,facing,pick_ind,slot_sequence,item_weight,total_item_weight,item_pod_inventory_level,item_warehouse_inventory_level
11,0,2,0,155,0,0,0,54,54,99999,0,0,112,0.286,15.444,0.5,0.5
11,0,3,0,143,0,0,0,48,48,99999,0,0,113,0.25,12.0,0.5,0.5
11,0,4,0,169,0,0,0,80,80,99999,0,0,114,1.046,83.68,0.5,0.5
11,0,5,0,213,0,0,0,8,8,99999,0,0,115,0.351,2.808,0.6,0.6
11,0,6,0,489,0,0,0,30,30,99999,0,0,116,0.533,15.99,0.6,0.6
11,0,7,0,44,0,0,0,120,120,99999,0,0,117,0.62,74.4,0.4,0.4
11,0,8,0,50,0,0,0,27,27,99999,0,0,118,3.0,81.0,0.5,0.5
11,0,9,0,223,0,0,0,24,24,99999,0,0,119,0.522,12.528,0.6,0.6
12,0,0,0,164,0,0,0,384,384,99999,0,0,120,0.277,106.368,0.5,0.5
12,0,1,0,468,0,0,0,210,210,99999,0,0,121,0.115,24.15,0.6,0.6
12,0,2,0,376,0,0,0,36,36,99999,0,0,122,0.218,7.848,0.6,0.6
12,0,3,0,162,0,0,0,24,24,99999,0,0,123,0.698,16.752,0.5,0.5
12,0,4,0,335,0,0,0,264,264,99999,0,0,124,0.272,71.808,0.6,0.6
12,0,5,0,70,0,0,0,24,24,99999,0,0,125,0.437,10.488,0.5,0.5
12,0,6,0,236,0,0,0,210,210,99999,0,0,126,0.103,21.63,0.6,0.6
12,0,7,0,16,0,0,0,12,12,99999,0,0,127,0.301,3.612,0.4,0.4
12,0,8,0,266,0,0,0,40,40,99999,0,0,128,0.16,6.4,0.6,0.6
12,0,9,0,430,0,0,0,12,12,99999,0,0,129,1.043,12.516,0.6,0.6
13,0,0,0,167,0,0,0,240,240,99999,0,0,130,0.284,68.16,0.5,0.5
13,0,1,0,50,0,0,0,27,27,99999,0,0,131,3.0,81.0,0.5,0.5
13,0,2,0,428,0,0,0,20,20,99999,0,0,132,0.13,2.6,0.6,0.6
13,0,3,0,44,0,0,0,120,120,99999,0,0,133,0.62,74.4,0.4,0.4
13,0,4,0,26,0,0,0,360,360,99999,0,0,134,0.274,98.64,0.4,0.4
13,0,5,0,286,0,0,0,264,264,99999,0,0,135,0.273,72.072,0.6,0.6
13,0,6,0,33,0,0,0,240,240,99999,0,0,136,0.409,98.16,0.4,0.4
13,0,7,0,15,0,0,0,12,12,99999,0,0,137,0.367,4.404,0.4,0.4
13,0,8,0,310,0,0,0,28,28,99999,0,0,138,2.35,65.8,0.6,0.6
13,0,9,0,478,0,0,0,80,80,99999,0,0,139,0.2,16.0,0.6,0.6
14,0,0,0,416,0,0,0,20,20,99999,0,0,140,0.562,11.24,0.6,0.6
14,0,1,0,287,0,0,0,31,31,99999,0,0,141,1.0,31.0,0.6,0.6
14,0,2,0,49,0,0,0,240,240,99999,0,0,142,0.408,97.92,0.4,0.4
14,0,3,0,444,0,0,0,24,24,99999,0,0,143,2.138,51.312,0.6,0.6
14,0,4,0,443,0,0,0,720,720,99999,0,0,144,0.142,102.24,0.6,0.6
14,0,5,0,89,0,0,0,60,60,99999,0,0,145,0.142,8.52,0.5,0.5
14,0,6,0,164,0,0,0,384,384,99999,0,0,146,0.277,106.368,0.5,0.5
14,0,7,0,46,0,0,0,30,30,99999,0,0,147,0.373,11.19,0.4,0.4
14,0,8,0,84,0,0,0,24,24,99999,0,0,148,0.376,9.024,0.5,0.5
14,0,9,0,385,0,0,0,48,48,99999,0,0,149,0.858,41.184,0.6,0.6
15,0,0,0,171,0,0,0,24,24,99999,0,0,150,0.4,9.6,0.5,0.5
15,0,1,0,172,0,0,0,30,30,99999,0,0,151,0.166,4.98,0.5,0.5
15,0,2,0,90,0,0,0,24,24,99999,0,0,152,0.42,10.08,0.5,0.5
15,0,3,0,75,0,0,0,12,12,99999,0,0,153,1.138,13.656,0.5,0.5
15,0,4,0,20,0,0,0,216,216,99999,0,0,154,0.386,83.376,0.4,0.4
15,0,5,0,161,0,0,0,210,210,99999,0,0,155,0.114,23.94,0.5,0.5
15,0,6,0,5,0,0,0,192,192,99999,0,0,156,0.417,80.064,0.4,0.4
15,0,7,0,322,0,0,0,97,97,99999,0,0,157,0.2,19.4,0.6,0.6
15,0,8,0,7,0,0,0,192,192,99999,0,0,158,0.45,86.4,0.4,0.4
15,0,9,0,390,0,0,0,24,24,99999,0,0,159,0.221,5.304,0.6,0.6
16,0,0,0,3,0,0,0,312,312,99999,0,0,160,0.324,101.088,0.4,0.4
16,0,1,0,134,0,0,0,24,24,99999,0,0,161,0.409,9.816,0.5,0.5
16,0,2,0,111,0,0,0,27,27,99999,0,0,162,3.0,81.0,0.5,0.5
16,0,3,0,14,0,0,0,12,12,99999,0,0,163,0.41,4.92,0.4,0.4
16,0,4,0,186,0,0,0,70,70,99999,0,0,164,0.181,12.67,0.5,0.5
16,0,5,0,119,0,0,0,74,74,99999,0,0,165,0.2,14.8,0.5,0.5
16,0,6,0,17,0,0,0,108,108,99999,0,0,166,0.176,19.008,0.4,0.4
16,0,7,0,145,0,0,0,24,24,99999,0,0,167,0.288,6.912,0.5,0.5
16,0,8,0,461,0,0,0,60,60,99999,0,0,168,0.322,19.32,0.6,0.6
16,0,9,0,7,0,0,0,192,192,99999,0,0,169,0.45,86.4,0.4,0.4
17,0,0,0,156,0,0,0,81,81,99999,0,0,170,0.2,16.2,0.5,0.5
17,0,1,0,456,0,0,0,8,8,99999,0,0,171,1.0,8.0,0.6,0.6
17,0,2,0,139,0,0,0,28,28,99999,0,0,172,0.168,4.704,0.5,0.5
17,0,3,0,9,0,0,0,180,180,99999,0,0,173,0.1,18.0,0.4,0.4
17,0,4,0,135,0,0,0,96,96,99999,0,0,174,0.716,68.736,0.5,0.5
17,0,5,0,91,0,0,0,18,18,99999,0,0,175,0.53,9.54,0.5,0.5
17,0,6,0,146,0,0,0,24,24,99999,0,0,176,0.561,13.464,0.5,0.5
17,0,7,0,335,0,0,0,264,264,99999,0,0,177,0.272,71.808,0.6,0.6
17,0,8,0,5,0,0,0,192,192,99999,0,0,178,0.417,80.064,0.4,0.4
17,0,9,0,469,0,0,0,13,13,99999,0,0,179,0.8,10.4,0.6,0.6
18,0,0,0,490,0,0,0,27,27,99999,0,0,180,3.0,81.0,0.6,0.6
18,0,1,0,56,0,0,0,192,192,99999,0,0,181,0.37,71.04,0.5,0.5
18,0,2,0,158,0,0,0,96,96,99999,0,0,182,0.633,60.768,0.5,0.5
18,0,3,0,85,0,0,0,24,24,99999,0,0,183,0.392,9.408,0.5,0.5
18,0,4,0,79,0,0,0,24,24,99999,0,0,184,0.429,10.296,0.5,0.5
18,0,5,0,43,0,0,0,240,240,99999,0,0,185,0.3,72.0,0.4,0.4
18,0,6,0,120,0,0,0,240,240,99999,0,0,186,0.3,72.0,0.5,0.5
18,0,7,0,340,0,0,0,12,12,99999,0,0,187,0.283,3.396,0.6,0.6
18,0,8,0,86,0,0,0,80,80,99999,0,0,188,0.179,14.32,0.5,0.5
18,0,9,0,49,0,0,0,240,240,99999,0,0,189,0.408,97.92,0.4,0.4
19,0,0,0,32,0,0,0,96,96,99999,0,0,190,0.125,12.0,0.4,0.4
19,0,1,0,39,0,0,0,360,360,99999,0,0,191,0.276,99.36,0.4,0.4
19,0,2,0,18,0,0,0,30,30,99999,0,0,192,0.333,9.99,0.4,0.4
19,0,3,0,26,0,0,0,360,360,99999,0,0,193,0.274,98.64,0.4,0.4
19,0,4,0,312,0,0,0,24,24,99999,0,0,194,2.223,53.352,0.6,0.6
19,0,5,0,405,0,0,0,77,77,99999,0,0,195,0.2,15.4,0.6,0.6
19,0,6,0,91,0,0,0,18,18,99999,0,0,196,0.53,9.54,0.5,0.5
19,0,7,0,191,0,0,0,264,264,99999,0,0,197,0.283,74.712,0.5,0.5
19,0,8,0,471,0,0,0,96,96,99999,0,0,198,0.52,49.92,0.6,0.6
19,0,9,0,6,0,0,0,10,10,99999,0,0,199,0.34,3.4,0.4,0.4
20,0,0,0,262,0,0,0,15,15,99999,0,0,200,0.584,8.76,0.6,0.6
20,0,1,0,496,0,0,0,56,56,99999,0,0,201,1.468,82.208,0.6,0.6
20,0,2,0,0,0,0,0,36,36,99999,0,0,202,1.602,57.672,0.4,0.4
20,0,3,0,115,0,0,0,192,192,99999,0,0,203,0.389,74.688,0.5,0.5
20,0,4,0,29,0,0,0,360,360,99999,0,0,204,0.274,98.64,0.4,0.4
20,0,5,0,17,0,0,0,108,108,99999,0,0,205,0.176,19.008,0.4,0.4
20,0,6,0,153,0,0,0,42,42,99999,0,0,206,0.43,18.06,0.5,0.5
20,0,7,0,90,0,0,0,24,24,99999,0,0,207,0.42,10.08,0.5,0.5
20,0,8,0,89,0,0,0,60,60,99999,0,0,208,0.142,8.52,0.5,0.5
20,0,9,0,180,0,0,0,216,216,99999,0,0,209,0.408,88.128,0.5,0.5
21,0,0,0,23,0,0,0,210,210,99999,0,0,210,0.11,23.1,0.4,0.4
21,0,1,0,76,0,0,0,12,12,99999,0,0,211,0.308,3.696,0.5,0.5
21,0,2,0,367,0,0,0,210,210,99999,0,0,212,0.092,19.32,0.6,0.6
21,0,3,0,406,0,0,0,96,96,99999,0,0,213,0.603,57.888,0.6,0.6
21,0,4,0,47,0,0,0,30,30,99999,0,0,214,0.365,10.95,0.4,0.4
21,0,5,0,59,0,0,0,36,36,99999,0,0,215,0.363,13.068,0.5,0.5
21,0,6,0,24,0,0,0,20,20,99999,0,0,216,0.441,8.82,0.4,0.4
21,0,7,0,477,0,0,0,45,45,99999,0,0,217,0.254,11.43,0.6,0.6
21,0,8,0,6,0,0,0,10,10,99999,0,0,218,0.34,3.4,0.4,0.4
21,0,9,0,86,0,0,0,80,80,99999,0,0,219,0.179,14.32,0.5,0.5
22,0,0,0,41,0,0,0,80,80,99999,0,0,220,0.152,12.16,0.4,0.4
22,0,1,0,14,0,0,0,12,12,99999,0,0,221,0.41,4.92,0.4,0.4
22,0,2,0,94,0,0,0,24,24,99999,0,0,222,2.087,50.088,0.5,0.5
22,0,3,0,106,0,0,0,24,24,99999,0,0,223,0.49,11.76,0.5,0.5
22,0,4,0,47,0,0,0,30,30,99999,0,0,224,0.365,10.95,0.4,0.4
22,0,5,0,5,0,0,0,192,192,99999,0,0,225,0.417,80.064,0.4,0.4
22,0,6,0,49,0,0,0,240,240,99999,0,0,226,0.408,97.92,0.4,0.4
22,0,7,0,90,0,0,0,24,24,99999,0,0,227,0.42,10.08,0.5,0.5
22,0,8,0,20,0,0,0,216,216,99999,0,0,228,0.386,83.376,0.4,0.4
22,0,9,0,482,0,0,0,48,48,99999,0,0,229,1.435,68.88,0.6,0.6
23,0,0,0,38,0,0,0,384,384,99999,0,0,230,0.275,105.6,0.4,0.4
23,0,1,0,199,0,0,0,10,10,99999,0,0,231,5.345,53.45,0.5,0.5
23,0,2,0,478,0,0,0,80,80,99999,0,0,232,0.2,16.0,0.6,0.6
23,0,3,0,226,0,0,0,61,61,99999,0,0,233,0.2,12.2,0.6,0.6
23,0,4,0,445,0,0,0,15,15,99999,0,0,234,0.55,8.25,0.6,0.6
23,0,5,0,487,0,0,0,48,48,99999,0,0,235,0.24,11.52,0.6,0.6
23,0,6,0,159,0,0,0,336,336,99999,0,0,236,0.245,82.32,0.5,0.5
23,0,7,0,36,0,0,0,12,12,99999,0,0,237,3.463,41.556,0.4,0.4
23,0,8,0,452,0,0,0,12,12,99999,0,0,238,4.225,50.7,0.6,0.6
23,0,9,0,10,0,0,0,210,210,99999,0,0,239,0.118,24.78,0.4,0.4
24,0,0,0,289,0,0,0,240,240,99999,0,0,240,0.047,11.28,0.6,0.6
24,0,1,0,80,0,0,0,32,32,99999,0,0,241,0.468,14.976,0.5,0.5
24,0,2,0,87,0,0,0,12,12,99999,0,0,242,5.165,61.98,0.5,0.5
24,0,3,0,66,0,0,0,72,72,99999,0,0,243,0.233,16.776,0.5,0.5
24,0,4,0,154,0,0,0,360,360,99999,0,0,244,0.274,98.64,0.5,0.5
24,0,5,0,247,0,0,0,30,30,99999,0,0,245,1.992,59.76,0.6,0.6
24,0,6,0,117,0,0,0,336,336,99999,0,0,246,0.244,81.984,0.5,0.5
24,0,7,0,51,0,0,0,336,336,99999,0,0,247,0.278,93.408,0.5,0.5
24,0,8,0,484,0,0,0,432,432,99999,0,0,248,0.218,94.176,0.6,0.6
24,0,9,0,8,0,0,0,40,40,99999,0,0,249,0.381,15.24,0.4,0.4
25,0,0,0,169,0,0,0,80,80,99999,0,0,250,1.046,83.68,0.5,0.5
25,0,1,0,76,0,0,0,12,12,99999,0,0,251,0.308,3.696,0.5,0.5
25,0,2,0,65,0,0,0,24,24,99999,0,0,252,0.49,11.76,0.5,0.5
25,0,3,0,151,0,0,0,96,96,99999,0,0,253,0.667,64.032,0.5,0.5
25,0,4,0,45,0,0,0,72,72,99999,0,0,254,0.125,9.0,0.4,0.4
25,0,5,0,367,0,0,0,210,210,99999,0,0,255,0.092,19.32,0.6,0.6
25,0,6,0,342,0,0,0,72,72,99999,0,0,256,0.65,46.8,0.6,0.6
25,0,7,0,180,0,0,0,216,216,99999,0,0,257,0.408,88.128,0.5,0.5
25,0,8,0,166,0,0,0,36,36,99999,0,0,258,0.268,9.648,0.5,0.5
25,0,9,0,407,0,0,0,288,288,99999,0,0,259,0.07,20.16,0.6,0.6
26,0,0,0,272,0,0,0,168,168,99999,0,0,260,0.454,76.272,0.6,0.6
26,0,1,0,297,0,0,0,168,168,99999,0,0,261,0.072,12.096,0.6,0.6
26,0,2,0,467,0,0,0,336,336,99999,0,0,262,0.246,82.656,0.6,0.6
26,0,3,0,85,0,0,0,24,24,99999,0,0,263,0.392,9.408,0.5,0.5
26,0,4,0,40,0,0,0,24,24,99999,0,0,264,2.218,53.232,0.4,0.4
26,0,5,0,167,0,0,0,240,240,99999,0,0,265,0.284,68.16,0.5,0.5
26,0,6,0,22,0,0,0,72,72,99999,0,0,266,0.125,9.0,0.4,0.4
26,0,7,0,354,0,0,0,7,7,99999,0,0,267,0.82,5.74,0.6,0.6
26,0,8,0,112,0,0,0,216,216,99999,0,0,268,0.375,81.0,0.5,0.5
26,0,9,0,205,0,0,0,60,60,99999,0,0,269,1.05,63.0,0.6,0.6
27,0,0,0,457,0,0,0,24,24,99999,0,0,270,0.197,4.728,0.6,0.6
27,0,1,0,77,0,0,0,264,264,99999,0,0,271,0.283,74.712,0.5,0.5
27,0,2,0,246,0,0,0,24,24,99999,0,0,272,0.152,3.648,0.6,0.6
27,0,3,0,10,0,0,0,210,210,99999,0,0,273,0.118,24.78,0.4,0.4
27,0,4,0,291,0,0,0,24,24,99999,0,0,274,0.269,6.456,0.6,0.6
27,0,5,0,198,0,0,0,288,288,99999,0,0,275,0.07,20.16,0.5,0.5
27,0,6,0,408,0,0,0,96,96,99999,0,0,276,0.088,8.448,0.6,0.6
27,0,7,0,145,0,0,0,24,24,99999,0,0,277,0.288,6.912,0.5,0.5
27,0,8,0,197,0,0,0,432,432,99999,0,0,278,0.164,70.848,0.5,0.5
27,0,9,0,228,0,0,0,228,228,99999,0,0,279,0.397,90.516,0.6,0.6
28,0,0,0,174,0,0,0,90,90,99999,0,0,280,0.13,11.7,0.5,0.5
28,0,1,0,374,0,0,0,312,312,99999,0,0,281,0.333,103.896,0.6,0.6
28,0,2,0,487,0,0,0,48,48,99999,0,0,282,0.24,11.52,0.6,0.6
28,0,3,0,166,0,0,0,36,36,99999,0,0,283,0.268,9.648,0.5,0.5
28,0,4,0,145,0,0,0,24,24,99999,0,0,284,0.288,6.912,0.5,0.5
28,0,5,0,64,0,0,0,24,24,99999,0,0,285,0.334,8.016,0.5,0.5
28,0,6,0,319,0,0,0,48,48,99999,0,0,286,0.397,19.056,0.6,0.6
28,0,7,0,106,0,0,0,24,24,99999,0,0,287,0.49,11.76,0.5,0.5
28,0,8,0,61,0,0,0,108,108,99999,0,0,288,0.229,24.732,0.5,0.5
28,0,9,0,26,0,0,0,360,360,99999,0,0,289,0.274,98.64,0.4,0.4
29,0,0,0,174,0,0,0,90,90,99999,0,0,290,0.13,11.7,0.5,0.5
29,0,1,0,287,0,0,0,31,31,99999,0,0,291,1.0,31.0,0.6,0.6
29,0,2,0,188,0,0,0,12,12,99999,0,0,292,1.147,13.764,0.5,0.5
29,0,3,0,41,0,0,0,80,80,99999,0,0,293,0.152,12.16,0.4,0.4
29,0,4,0,160,0,0,0,10,10,99999,0,0,294,6.195,61.95,0.5,0.5
29,0,5,0,297,0,0,0,168,168,99999,0,0,295,0.072,12.096,0.6,0.6
29,0,6,0,120,0,0,0,240,240,99999,0,0,296,0.3,72.0,0.5,0.5
29,0,7,0,129,0,0,0,48,48,99999,0,0,297,0.25,12.0,0.5,0.5
29,0,8,0,255,0,0,0,24,24,99999,0,0,298,0.49,11.76,0.6,0.6
29,0,9,0,1,0,0,0,72,72,99999,0,0,299,0.125,9.0,0.4,0.4
30,0,0,0,85,0,0,0,24,24,99999,0,0,300,0.392,9.408,0.5,0.5
30,0,1,0,45,0,0,0,72,72,99999,0,0,301,0.125,9.0,0.4,0.4
30,0,2,0,259,0,0,0,216,216,99999,0,0,302,0.42,90.72,0.6,0.6
30,0,3,0,243,0,0,0,36,36,99999,0,0,303,0.517,18.612,0.6,0.6
30,0,4,0,295,0,0,0,18,18,99999,0,0,304,2.168,39.024,0.6,0.6
30,0,5,0,213,0,0,0,8,8,99999,0,0,305,0.351,2.808,0.6,0.6
